index	status	map_line
826	VERIFIED	0002:005733f0 ?CallbackPlayerKilled@_mp_tdm@@YAXVentity@Broc@@00HHH@Z 00D628F0 f mp_util_wad.o
827	FIXED	0002:005735e0 ?StartGame@_mp_tdm@@YAXVentity@Broc@@@Z 00D62AE0 f mp_util_wad.o	FIXED: corrected IDA 0x009735E0 RunFrame thread target from boolean pLevel test to pLevel->_base.entity or undefined entity
828	VERIFIED	0002:00573690 ?main@_mp_teambalance@@YAXVentity@Broc@@@Z 00D62B90 f mp_util_wad.o	VERIFIED: IDA 0x00973690 is an empty function body, matching the port
829	VERIFIED	0002:005736b0 ?PickTeam@_mp_teambalance@@YA?AVstring@Broc@@Ventity@3@@Z 00D62BB0 f mp_util_wad.o	VERIFIED: IDA 0x009736B0 matches player enumeration, player-state filtering, team counts, score tie-break, random tie-break, and cleanup
830	VERIFIED	0002:00573ba0 ?team_balance@_mp_teambalance@@YA?AVstring@Broc@@Ventity@3@V23@@Z 00D630A0 f mp_util_wad.o	VERIFIED: IDA 0x00973BA0 matches per-team counts, allowance-2 balancing decisions, result construction, and cleanup
831	VERIFIED	0002:00573fa0 ?team_balance@_mp_teambalance@@YAXUbbool@@@Z 00D634A0 f mp_util_wad.o	VERIFIED: IDA 0x00973FA0 matches team collection, half-total calculation, random selection, team changes, and cleanup
832	VERIFIED	0002:00574680 ?Code_ChangePlayerTeam@Broc@@YAXVentity@1@ABVstring@1@_N@Z 00D63B80 f i mp_util_wad.o	VERIFIED: IDA 0x00974680 forwards player handle, team pointer, and autoBalance to mChangePlayerTeam
833	VERIFIED	0002:005746c0 ?vLerp@_mp_war@@YA?AUvector@Broc@@U23@0Ubfloat@@@Z 00D63BC0 f mp_util_wad.o	VERIFIED: IDA 0x009746C0 matches component-wise a + (b - a) * t interpolation and result construction
834	VERIFIED	0002:00574830 ?main@_mp_war@@YAXVentity@Broc@@@Z 00D63D30 f mp_util_wad.o
835	VERIFIED	0002:00574d50 ?StartGame__functor@_mp_war@@YAPAVAeThreadFunctor@@Ventity@Broc@@@Z 00D64250 f i mp_util_wad.o	VERIFIED: IDA 0x00974D50 matches 0xC-byte AeThreadFunctor1 allocation, null check, and StartGame constructor
836	FIXED	0002:00574df0 ?StartGame@_mp_war@@YAXVentity@Broc@@@Z 00D642F0 f mp_util_wad.o	FIXED: corrected both IDA 0x00974DF0 thread targets to pLevel->_base.entity or undefined entity
837	VERIFIED	0002:00574f00 ?WARScore__functor@_mp_war@@YAPAVAeThreadFunctor@@Ventity@Broc@@@Z 00D64400 f i mp_util_wad.o	VERIFIED: IDA 0x00974F00 matches 0xC-byte AeThreadFunctor1 allocation, null check, and WARScore constructor
838	FIXED	0002:00574fa0 ?PlayCapturedSounds@_mp_war@@YAXVentity@Broc@@Ubint@@1@Z 00D644A0 f mp_util_wad.o	FIXED: replaced the stub with the IDA 0x00974FA0 capture branches, exact sound names, team dialog/team sound functors, fades, and thread creation
839	VERIFIED	0002:00575950 ?SoundFadeOut@@YAXIM@Z 00D64E50 f i mp_util_wad.o	VERIFIED: IDA 0x00975950 forwards unsigned handle and fade duration to mSoundFadeOut
840	FIXED	0002:00575980 ?WARScore@_mp_war@@YAXVentity@Broc@@@Z 00D64E80 f mp_util_wad.o	FIXED: corrected IDA 0x00975980 score update to read both team scores and call Code_SendGameScore with the winning-side points
841	VERIFIED	0002:00575d70 ?Code_SendGameScore@Broc@@YAXHH@Z 00D65270 f i mp_util_wad.o	VERIFIED: IDA 0x00975D70 forwards both scores to mSendGameScore
842	VERIFIED	0002:00575da0 ?GiveTeamMembersPoints@_mp_war@@YAXUvector@Broc@@Ubfloat@@Vstring@3@@Z 00D652A0 f mp_util_wad.o	VERIFIED: IDA 0x00975DA0 matches active-player filtering, distance/radius test, team comparison, stat 20 increment, and cleanup
843	VERIFIED	0002:00575ff0 ??M@YA?AUbbool@@Ubfloat@@0@Z 00D654F0 f i mp_util_wad.o	VERIFIED: IDA 0x00975FF0 returns bbool(rhs.mVal > lhs.mVal)
844	VERIFIED	0002:00576050 ?CallbackHostMigrated@_mp_war@@YAXXZ 00D65550 f mp_util_wad.o
845	VERIFIED	0002:00576150 ?CallbackAreaCaptured@_mp_war@@YAXHH@Z 00D65650 f mp_util_wad.o
846	VERIFIED	0002:005769d0 ?ObjectiveState@@YAXHABVstring@Broc@@PBDH@Z 00D65ED0 f i mp_util_wad.o	VERIFIED: IDA 0x009769D0 forwards objective, state, display, and client index
847	VERIFIED	0002:00576a10 ?PlayCapturedSounds__functor@_mp_war@@YAPAVAeThreadFunctor@@Ventity@Broc@@Ubint@@1@Z 00D65F10 f i mp_util_wad.o	VERIFIED: IDA 0x00976A10 matches 0x14-byte AeThreadFunctor3 allocation, null check, and constructor arguments
848	VERIFIED	0002:00576ab0 ?GetRef@flag_struct@__unnamed@LocalFields@mp_util_wad@@QAEAAVentity@Broc@@XZ 00D65FB0 f i mp_util_wad.o	VERIFIED: IDA 0x00976AB0 uses ExtendedEntity::GetRef with the registered flag key
849	VERIFIED	0002:00576ae0 ?GetRef@trigger_struct@__unnamed@LocalFields@mp_util_wad@@QAEAAVentity@Broc@@XZ 00D65FE0 f i mp_util_wad.o	VERIFIED: IDA 0x00976AE0 uses ExtendedEntity::GetRef key 0xF2F5EAB4
850	VERIFIED	0002:00576b10 ??4capStatus_struct@__unnamed@LocalFields@mp_util_wad@@QAEABMABM@Z 00D66010 f i mp_util_wad.o	VERIFIED: IDA 0x00976B10 constructs bfloat and SetVal key 0x53377998
851	VERIFIED	0002:00576b60 ??4capTeam_struct@__unnamed@LocalFields@mp_util_wad@@QAEABHABH@Z 00D66060 f i mp_util_wad.o	VERIFIED: IDA 0x00976B60 constructs bint and SetVal key 0xAF35F29B
852	VERIFIED	0002:00576bb0 ?CallbackHostOptionsChanged@_mp_war@@YAXH@Z 00D660B0 f mp_util_wad.o
853	VERIFIED	0002:00576bf0 ?CallbackGameState@_mp_war@@YAXHHHHHHHHHHHHH@Z 00D660F0 f mp_util_wad.o
854	VERIFIED	0002:00576c50 ?CallbackPlayerKilled@_mp_war@@YAXVentity@Broc@@00HHH@Z 00D66150 f mp_util_wad.o
855	FIXED	0002:00576cb0 ?CallbackGameStateDOM@_mp_war@@YAXHHHHH@Z 00D661B0 f mp_util_wad.o	FIXED: ported IDA 0x00976CB0 status normalization, owner/team derivation, warIndex selection, flag model updates, terminal snapping, and UpdateAllowedCap call
856	VERIFIED	0002:00577460 ??Xbint@@QAEHH@Z 00D66960 f i mp_util_wad.o	VERIFIED: IDA 0x00977460 asserts defined, multiplies mVal, and returns it
857	VERIFIED	0002:005774a0 ??4bfloat@@QAEMN@Z 00D669A0 f i mp_util_wad.o	VERIFIED: IDA 0x009774A0 assigns long-double input to mVal and returns it
858	VERIFIED	0002:005774d0 ??M@YA?AUbbool@@Ubfloat@@H@Z 00D669D0 f i mp_util_wad.o	VERIFIED: IDA 0x009774D0 returns bbool(rhs > lhs.mVal)
859	FIXED	0002:00577520 ?CallbackNextRound@_mp_war@@YAXXZ 00D66A20 f mp_util_wad.o	FIXED: corrected IDA 0x00977520 notify target from boolean pLevel test to pLevel->_base.entity or undefined entity
860	FIXED	0002:00577590 ?SetupRound@_mp_war@@YAXXZ 00D66A90 f mp_util_wad.o	FIXED: ported IDA 0x00977590 WAR_Init thread, no-cap timer, model/objective state, flag origin, and UpdateAllowedCap sequence
861	VERIFIED	0002:00577e70 ?WAR_Init__functor@_mp_war@@YAPAVAeThreadFunctor@@Ventity@Broc@@@Z 00D67370 f i mp_util_wad.o	VERIFIED: IDA 0x00977E70 matches 0xC-byte AeThreadFunctor1 allocation, null check, and WAR_Init constructor
862	FIXED	0002:00577f10 ?CallbackGetFlagCount@_mp_war@@YAHXZ 00D67410 f mp_util_wad.o	FIXED: corrected IDA 0x00977F10 check from size>0 to dyn_array capacity!=0 before returning flag count
863	VERIFIED	0002:00577f90 ?CallbackGetFlagBreatherTime@_mp_war@@YAHXZ 00D67490 f mp_util_wad.o
864	FIXED	0002:00578020 ?CallbackGetTeamControllingFlag@_mp_war@@YAHI@Z 00D67520 f mp_util_wad.o	FIXED: matched IDA 0x00978020 flag-end capTeam lookup and -1/0/1 normalization
865	VERIFIED	0002:00578110 ?GetRef@capTeam_struct@__unnamed@LocalFields@mp_util_wad@@QAEAAUbint@@XZ 00D67610 f i mp_util_wad.o	VERIFIED: IDA 0x00978110 uses global bint GetRef key 0xAF35F29B
866	FIXED	0002:00578140 ?CallbackGetFlagBeingCaptured@_mp_war@@YAHXZ 00D67640 f mp_util_wad.o	FIXED: replaced cap-status scan with IDA 0x00978140 warIndex validity check returning index or -1
867	FIXED	0002:005781e0 ?CallbackGetTeamCapturingFlag@_mp_war@@YAHXZ 00D676E0 f mp_util_wad.o	FIXED: replaced area scan with IDA 0x009781E0 warIndex bounds check and active cap-status sign mapping
868	VERIFIED	0002:00578330 ?GetRef@capStatus_struct@__unnamed@LocalFields@mp_util_wad@@QAEAAUbfloat@@XZ 00D67830 f i mp_util_wad.o	VERIFIED: IDA 0x00978330 uses global bfloat GetRef key 0x53377998
869	FIXED	0002:00578360 ?CallbackGetCapturingFlagPercent@_mp_war@@YAHXZ 00D67860 f mp_util_wad.o	FIXED: replaced area scan/magnitude scaling with IDA 0x00978360 active warIndex capStatus*100 result
870	FIXED	0002:00578470 ?CallbackGetFlagBeingContested@_mp_war@@YAHVentity@Broc@@@Z 00D67970 f mp_util_wad.o	FIXED: matched IDA 0x00978470 WAR array/index, playerState, flagEnd trigger touch, vehicle rejection, and contest-count path
871	VERIFIED	0002:005785f0 ?GetNumPlayersContestingFlag@_mp_war@@YAHVentity@Broc@@@Z 00D67AF0 f mp_util_wad.o	VERIFIED: IDA 0x009785F0 returns pLevel->capCount
872	VERIFIED	0002:00578620 ?CallbackPlayerJoin@_mp_war@@YAXVentity@Broc@@IH@Z 00D67B20 f mp_util_wad.o
873	VERIFIED	0002:00578660 ?CallbackPlayerEnter@_mp_war@@YAXVentity@Broc@@H@Z 00D67B60 f mp_util_wad.o
874	VERIFIED	0002:00578710 ?WarnPlayerAboutInactiveFlag__functor@_mp_war@@YAPAVAeThreadFunctor@@Ventity@Broc@@@Z 00D67C10 f i mp_util_wad.o	VERIFIED: IDA 0x00978710 matches 0xC-byte AeThreadFunctor1 allocation, null check, and WarnPlayerAboutInactiveFlag constructor
875	VERIFIED	0002:005787b0 ?CallbackRoundOver@_mp_war@@YAXHVstring@Broc@@@Z 00D67CB0 f mp_util_wad.o
876	FIXED	0002:00578960 ?SendFlagStates@_mp_war@@YAXVentity@Broc@@@Z 00D67E60 f mp_util_wad.o	FIXED: ported IDA 0x00978960 ownership-bit packing, cap-status scaling, five-area bounds handling, and Code_SendGameStateDOM call
877	VERIFIED	0002:00578cc0 ?Code_SendGameStateDOM@Broc@@YAXVentity@1@HHHHH@Z 00D681C0 f i mp_util_wad.o
878	FIXED	0002:00578d10 ?WAR_Init@_mp_war@@YAXVentity@Broc@@@Z 00D68210 f mp_util_wad.o	FIXED: matched IDA 0x00978D10 blinker loop, per-area cap counts, and DOM all-flags-capped EndRound behavior
879	FIXED	0002:005790c0 ?WAR_FlagUpdate@_mp_war@@YAXVentity@Broc@@@Z 00D685C0 f mp_util_wad.o	FIXED: replaced placeholder with IDA/C3 0x009790C0 capture, objective, audio, flag-motion, and waitframe state loop
880	VERIFIED	0002:0057af10 ??9bfloat@@QBE_NU0@@Z 00D6A410 f i mp_util_wad.o	VERIFIED: IDA 0x0097AF10 compares boxed float values
881	VERIFIED	0002:0057af60 ??Gbfloat@@QBE?AU0@XZ 00D6A460 f i mp_util_wad.o	VERIFIED: IDA 0x0097AF60 returns the negated boxed float
882	VERIFIED	0002:0057afb0 ??H@YA?AUbfloat@@U0@0@Z 00D6A4B0 f i mp_util_wad.o	VERIFIED: IDA 0x0097AFB0 constructs lhs plus rhs
883	FIXED	0002:0057b000 ?WAR_TouchFlag@_mp_war@@YAXVentity@Broc@@@Z 00D6A500 f mp_util_wad.o	FIXED: replaced stub with IDA 0x0097B000 active-round touch counting and signed capture-speed updates
884	FIXED	0002:0057b580 ?GetCapSpeed@_mp_war@@YA?AUbfloat@@Ubint@@@Z 00D6AA80 f mp_util_wad.o	FIXED: corrected the 0x0097B580 signature/body to the global bfloat/bint types from IDA
885	FIXED	0002:0057b640 ?UpdateAllowedCap@_mp_war@@YAXXZ 00D6AB40 f mp_util_wad.o	FIXED: ported IDA 0x0097B640 loop; updates cap permissions and i_objective_c marker
886	FIXED	0002:0057b850 ?AllowCap@_mp_war@@YAXUbint@@H@Z 00D6AD50 f mp_util_wad.o	FIXED: corrected global bint/int signature and ported IDA 0x0097B850 model/objective flow
887	VERIFIED	0002:0057bae0 ?Show@Broc@@YAXABVentity@1@@Z 00D6AFE0 f i mp_util_wad.o	VERIFIED: IDA 0x0097BAE0 forwards the entity handle to mShow
888	VERIFIED	0002:0057bb10 ??4capAllowedTeam_struct@__unnamed@LocalFields@mp_util_wad@@QAEABHABH@Z 00D6B010 f i mp_util_wad.o	VERIFIED: IDA 0x0097BB10 constructs bint and SetVal key 0xF430CD43
889	FIXED	0002:0057bb60 ?WAR_InitFlag@_mp_war@@YAXVentity@Broc@@H@Z 00D6B060 f mp_util_wad.o	FIXED: replaced stub with IDA/C3 trigger lookup, flag spawn, capture initialization, update thread, and touch handler
890	VERIFIED	0002:0057c370 ?WAR_FlagUpdate__functor@_mp_war@@YAPAVAeThreadFunctor@@Ventity@Broc@@@Z 00D6B870 f i mp_util_wad.o	VERIFIED: IDA 0x0097C370 allocation and AeThreadFunctor1 constructor match
891	VERIFIED	0002:0057c410 ?SortMarkers@_mp_war@@YAXXZ 00D6B910 f mp_util_wad.o	VERIFIED: IDA 0x0097C410 nested key-based warAreas sort matches
892	FIXED	0002:0057c650 ?GetSpawnPoint@_mp_war@@YA?AVentity@Broc@@AAV23@ABVstring@3@@Z 00D6BB50 f mp_util_wad.o	FIXED: matched IDA 0x0097C650 team-aware active/adjacent WAR area search, classname filtering, random selection, and common fallback
893	VERIFIED	0002:0057d020 ??Fbint@@QAEHXZ 00D6C520 f i mp_util_wad.o	VERIFIED: IDA 0x0097D020 asserts defined and post-decrements mVal
894	VERIFIED	0002:0057d060 ?Get@classname_struct@__unnamed@entity@Broc@@QBE?BVstring@4@XZ 00D6C560 f i mp_util_wad.o	VERIFIED: IDA 0x0097D060 copies m_entity_get_classname into the result and destroys the temporary
895	FIXED	0002:0057d110 ?WarnPlayerAboutInactiveFlag@_mp_war@@YAXVentity@Broc@@@Z 00D6C610 f mp_util_wad.o	FIXED: ported IDA/C3 0x0097D110 persistent inactive-flag tracking, 10-second action hint, team warning audio, and cleanup
896	FIXED	0002:0057d620 ?CallbackDebugRender@_mp_war@@YAXXZ 00D6CB20 f mp_util_wad.o	FIXED: ported IDA/C3 0x0097D620 debug text, cap timing, capping-player spheres, flag totals, bounds, and capCount reset
897	VERIFIED	0002:0057e220 ??0bbool@@QAE@ABUbint@@@Z 00D6D720 f i mp_util_wad.o	VERIFIED: IDA 0x0097E220 sets bbool from bint nonzero
898	VERIFIED	0002:0057e250 ?GetRef@capSpeed_struct@__unnamed@LocalFields@mp_util_wad@@QAEAAUbfloat@@XZ 00D6D750 f i mp_util_wad.o	VERIFIED: IDA 0x0097E250 uses ExtendedEntity::GetRef key 0x95E84605
899	FIXED	0002:0057e280 ?DebugRenderSpawnPoints@_mp_war@@YAXXZ 00D6D780 f mp_util_wad.o	FIXED: matched IDA 0x0097E280 allies/axis classname filtering and team-colored spawn boxes
900	VERIFIED	0002:0057e7a0 ??0?$AeThreadFunctor2@Ventity@Broc@@Vstring@2@@@QAE@P6AXVentity@Broc@@Vstring@2@@ZABV12@ABV32@@Z 00D6DCA0 f i mp_util_wad.o
901	VERIFIED	0002:0057e840 ?GetEnt@?$AeThreadFunctor2@Ventity@Broc@@Vstring@2@@@UAEIXZ 00D6DD40 f i mp_util_wad.o
902	VERIFIED	0002:0057e870 ?CallFunction@?$AeThreadFunctor2@Ventity@Broc@@Vstring@2@@@UAEXXZ 00D6DD70 f i mp_util_wad.o
903	VERIFIED	0002:0057e910 ??0?$AeThreadFunctor3@Ventity@Broc@@Ubint@@U3@@@QAE@P6AXVentity@Broc@@Ubint@@1@ZABV12@ABU3@4@Z 00D6DE10 f i mp_util_wad.o	VERIFIED: IDA 0x0097E910 matches AeThreadFunctor3 entity/bint/bint capture layout
904	VERIFIED	0002:0057e9c0 ?GetEnt@?$AeThreadFunctor3@Ventity@Broc@@Ubint@@U3@@@UAEIXZ 00D6DEC0 f i mp_util_wad.o	VERIFIED: IDA 0x0097E9C0 returns the captured entity handle
905	VERIFIED	0002:0057e9f0 ?CallFunction@?$AeThreadFunctor3@Ventity@Broc@@Ubint@@U3@@@UAEXXZ 00D6DEF0 f i mp_util_wad.o	VERIFIED: IDA 0x0097E9F0 invokes the stored entity/bint/bint callback
906	VERIFIED	0002:0057ea40 ??0?$AeThreadFunctor2@Ventity@Broc@@Ump_plane@_mp_airplanes@@@@QAE@P6AXVentity@Broc@@Ump_plane@_mp_airplanes@@@ZABV12@ABU34@@Z 00D6DF40 f i mp_util_wad.o	VERIFIED: IDA 0x0097EA40 copies the entity and mp_plane captures
907	VERIFIED	0002:0057eae0 ?GetEnt@?$AeThreadFunctor2@Ventity@Broc@@Ump_plane@_mp_airplanes@@@@UAEIXZ 00D6DFE0 f i mp_util_wad.o	VERIFIED: IDA 0x0097EAE0 returns the captured entity handle
908	VERIFIED	0002:0057eb10 ?CallFunction@?$AeThreadFunctor2@Ventity@Broc@@Ump_plane@_mp_airplanes@@@@UAEXXZ 00D6E010 f i mp_util_wad.o	VERIFIED: IDA 0x0097EB10 copies mp_plane and invokes the stored callback
909	VERIFIED	0002:0057ebb0 ??0?$AeThreadFunctor3@Ventity@Broc@@Ump_plane@_mp_airplanes@@Ubint@@@@QAE@P6AXVentity@Broc@@Ump_plane@_mp_airplanes@@Ubint@@@ZABV12@ABU34@ABU5@@Z 00D6E0B0 f i mp_util_wad.o	VERIFIED: IDA 0x0097EBB0 copies entity/mp_plane and captures bint
910	VERIFIED	0002:0057ec60 ?GetEnt@?$AeThreadFunctor3@Ventity@Broc@@Ump_plane@_mp_airplanes@@Ubint@@@@UAEIXZ 00D6E160 f i mp_util_wad.o	VERIFIED: IDA 0x0097EC60 returns the captured entity handle
911	VERIFIED	0002:0057ec90 ?CallFunction@?$AeThreadFunctor3@Ventity@Broc@@Ump_plane@_mp_airplanes@@Ubint@@@@UAEXXZ 00D6E190 f i mp_util_wad.o	VERIFIED: IDA 0x0097EC90 copies mp_plane and invokes the stored callback with bint
912	SKIPPED	0002:0057ed40 ??A?$hash_map@UHashStr@@Ventity@Broc@@V?$hash_compare@UHashStr@@U?$less@UHashStr@@@std@@@stdext@@V?$allocator@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@@std@@@std@@QAEAAVentity@Broc@@ABUHashStr@@@Z 00D6E240 f i mp_util_wad.o  SKIPPED: STL/compiler helper; supplied by the toolchain/library
913	SKIPPED	0002:0057edd0 ?begin@?$_Hash@V?$_Hmap_traits@UHashStr@@Ventity@Broc@@V?$hash_compare@UHashStr@@U?$less@UHashStr@@@std@@@stdext@@V?$allocator@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@@std@@$0A@@stdext@@@stdext@@QAE?AViterator@?$list@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@@2@@std@@XZ 00D6E2D0 f i mp_util_wad.o  SKIPPED: STL/compiler helper; supplied by the toolchain/library
914	SKIPPED	0002:0057ee00 ?erase@?$_Hash@V?$_Hmap_traits@UHashStr@@Ventity@Broc@@V?$hash_compare@UHashStr@@U?$less@UHashStr@@@std@@@stdext@@V?$allocator@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@@std@@$0A@@stdext@@@stdext@@QAEIABUHashStr@@@Z 00D6E300 f i mp_util_wad.o  SKIPPED: STL/compiler helper; supplied by the toolchain/library
915	VERIFIED	0002:0057ee70 ??0?$AeThreadFunctor3@Ventity@Broc@@Uvector@2@U32@@@QAE@P6AXVentity@Broc@@Uvector@2@1@ZABV12@ABU32@4@Z 00D6E370 f i mp_util_wad.o
916	VERIFIED	0002:0057ef40 ?GetEnt@?$AeThreadFunctor3@Ventity@Broc@@Uvector@2@U32@@@UAEIXZ 00D6E440 f i mp_util_wad.o
917	VERIFIED	0002:0057ef70 ?CallFunction@?$AeThreadFunctor3@Ventity@Broc@@Uvector@2@U32@@@UAEXXZ 00D6E470 f i mp_util_wad.o
918	VERIFIED	0002:0057eff0 ??0?$AeThreadFunctor3@Ventity@Broc@@Vstring@2@Ubfloat@@@@QAE@P6AXVentity@Broc@@Vstring@2@Ubfloat@@@ZABV12@ABV32@ABU4@@Z 00D6E4F0 f i mp_util_wad.o	VERIFIED: IDA 0x0097EFF0 copies entity/string and captures bfloat
919	VERIFIED	0002:0057f0a0 ?GetEnt@?$AeThreadFunctor3@Ventity@Broc@@Vstring@2@Ubfloat@@@@UAEIXZ 00D6E5A0 f i mp_util_wad.o	VERIFIED: IDA 0x0097F0A0 returns the captured entity handle
920	VERIFIED	0002:0057f0d0 ?CallFunction@?$AeThreadFunctor3@Ventity@Broc@@Vstring@2@Ubfloat@@@@UAEXXZ 00D6E5D0 f i mp_util_wad.o	VERIFIED: IDA 0x0097F0D0 copies entity/string and invokes the stored callback with bfloat
921	VERIFIED	0002:0057f170 ??0?$AeThreadFunctor4@Ventity@Broc@@Vstring@2@V32@Ubfloat@@@@QAE@P6AXVentity@Broc@@Vstring@2@1Ubfloat@@@ZABV12@ABV32@5ABU4@@Z 00D6E670 f i mp_util_wad.o	VERIFIED: IDA 0x0097F170 matches AeThreadFunctor4 entity/string/string/bfloat capture layout
922	VERIFIED	0002:0057f240 ?GetEnt@?$AeThreadFunctor4@Ventity@Broc@@Vstring@2@V32@Ubfloat@@@@UAEIXZ 00D6E740 f i mp_util_wad.o	VERIFIED: IDA 0x0097F240 returns the captured entity handle
923	VERIFIED	0002:0057f270 ?CallFunction@?$AeThreadFunctor4@Ventity@Broc@@Vstring@2@V32@Ubfloat@@@@UAEXXZ 00D6E770 f i mp_util_wad.o	VERIFIED: IDA 0x0097F270 copies captured strings and invokes the stored callback
924	VERIFIED	0002:0057f340 ??0?$AeThreadFunctor5@Ventity@Broc@@Vstring@2@V32@V32@Ubfloat@@@@QAE@P6AXVentity@Broc@@Vstring@2@11Ubfloat@@@ZABV12@ABV32@55ABU4@@Z 00D6E840 f i mp_util_wad.o	VERIFIED: IDA 0x0097F340 matches AeThreadFunctor5 entity/string/string/string/bfloat capture layout
925	VERIFIED	0002:0057f420 ?GetEnt@?$AeThreadFunctor5@Ventity@Broc@@Vstring@2@V32@V32@Ubfloat@@@@UAEIXZ 00D6E920 f i mp_util_wad.o	VERIFIED: IDA 0x0097F420 returns the captured entity handle
926	VERIFIED	0002:0057f450 ?CallFunction@?$AeThreadFunctor5@Ventity@Broc@@Vstring@2@V32@V32@Ubfloat@@@@UAEXXZ 00D6E950 f i mp_util_wad.o	VERIFIED: IDA 0x0097F450 copies captured strings and invokes the stored callback
927	VERIFIED	0002:0057f550 ??0?$AeThreadFunctor4@Ventity@Broc@@Vstring@2@V32@V32@@@QAE@P6AXVentity@Broc@@Vstring@2@11@ZABV12@ABV32@44@Z 00D6EA50 f i mp_util_wad.o
928	VERIFIED	0002:0057f620 ?GetEnt@?$AeThreadFunctor4@Ventity@Broc@@Vstring@2@V32@V32@@@UAEIXZ 00D6EB20 f i mp_util_wad.o
929	VERIFIED	0002:0057f650 ?CallFunction@?$AeThreadFunctor4@Ventity@Broc@@Vstring@2@V32@V32@@@UAEXXZ 00D6EB50 f i mp_util_wad.o
930	VERIFIED	0002:0057f740 ??0?$AeThreadFunctor3@Ventity@Broc@@Vstring@2@Uvector@2@@@QAE@P6AXVentity@Broc@@Vstring@2@Uvector@2@@ZABV12@ABV32@ABU42@@Z 00D6EC40 f i mp_util_wad.o
931	VERIFIED	0002:0057f800 ?GetEnt@?$AeThreadFunctor3@Ventity@Broc@@Vstring@2@Uvector@2@@@UAEIXZ 00D6ED00 f i mp_util_wad.o
932	VERIFIED	0002:0057f830 ?CallFunction@?$AeThreadFunctor3@Ventity@Broc@@Vstring@2@Uvector@2@@@UAEXXZ 00D6ED30 f i mp_util_wad.o
933	VERIFIED	0002:0057f8f0 ??0?$AeThreadFunctor2@Ventity@Broc@@Ubint@@@@QAE@P6AXVentity@Broc@@Ubint@@@ZABV12@ABU3@@Z 00D6EDF0 f i mp_util_wad.o	VERIFIED: IDA 0x0097F8F0 matches AeThreadFunctor2 entity/bint capture layout
934	VERIFIED	0002:0057f990 ?GetEnt@?$AeThreadFunctor2@Ventity@Broc@@Ubint@@@@UAEIXZ 00D6EE90 f i mp_util_wad.o	VERIFIED: IDA 0x0097F990 returns the captured entity handle
935	VERIFIED	0002:0057f9c0 ?CallFunction@?$AeThreadFunctor2@Ventity@Broc@@Ubint@@@@UAEXXZ 00D6EEC0 f i mp_util_wad.o	VERIFIED: IDA 0x0097F9C0 invokes the stored entity/bint callback
936	VERIFIED	0002:0057fa00 ??0?$AeThreadFunctor2@Ventity@Broc@@Uvector@2@@@QAE@P6AXVentity@Broc@@Uvector@2@@ZABV12@ABU32@@Z 00D6EF00 f i mp_util_wad.o
937	VERIFIED	0002:0057fab0 ?GetEnt@?$AeThreadFunctor2@Ventity@Broc@@Uvector@2@@@UAEIXZ 00D6EFB0 f i mp_util_wad.o
938	VERIFIED	0002:0057fae0 ?CallFunction@?$AeThreadFunctor2@Ventity@Broc@@Uvector@2@@@UAEXXZ 00D6EFE0 f i mp_util_wad.o
939	VERIFIED	0002:0057fb40 ??0?$AeThreadFunctor2@Ventity@Broc@@Ubbool@@@@QAE@P6AXVentity@Broc@@Ubbool@@@ZABV12@ABU3@@Z 00D6F040 f i mp_util_wad.o	VERIFIED: IDA 0x0097FB40 matches AeThreadFunctor2 entity/bbool capture layout
940	VERIFIED	0002:0057fbe0 ?GetEnt@?$AeThreadFunctor2@Ventity@Broc@@Ubbool@@@@UAEIXZ 00D6F0E0 f i mp_util_wad.o	VERIFIED: IDA 0x0097FBE0 returns the captured entity handle
941	VERIFIED	0002:0057fc10 ?CallFunction@?$AeThreadFunctor2@Ventity@Broc@@Ubbool@@@@UAEXXZ 00D6F110 f i mp_util_wad.o	VERIFIED: IDA 0x0097FC10 invokes the stored entity/bbool callback
942	VERIFIED	0002:0057fc50 ??0?$AeThreadFunctor2@Ventity@Broc@@UHashStr@@@@QAE@P6AXVentity@Broc@@UHashStr@@@ZABV12@ABU3@@Z 00D6F150 f i mp_util_wad.o
943	VERIFIED	0002:0057fcf0 ?GetEnt@?$AeThreadFunctor2@Ventity@Broc@@UHashStr@@@@UAEIXZ 00D6F1F0 f i mp_util_wad.o
944	VERIFIED	0002:0057fd20 ?CallFunction@?$AeThreadFunctor2@Ventity@Broc@@UHashStr@@@@UAEXXZ 00D6F220 f i mp_util_wad.o
945	VERIFIED	0002:0057fd60 ??0?$AeThreadFunctor5@Ventity@Broc@@V12@Ubint@@Ubbool@@U4@@@QAE@P6AXVentity@Broc@@0Ubint@@Ubbool@@2@ZABV12@4ABU3@ABU4@6@Z 00D6F260 f i mp_util_wad.o	VERIFIED: IDA 0x0097FD60 matches AeThreadFunctor5 entity/entity/bint/bbool/bbool capture layout
946	VERIFIED	0002:0057fe30 ?GetEnt@?$AeThreadFunctor5@Ventity@Broc@@V12@Ubint@@Ubbool@@U4@@@UAEIXZ 00D6F330 f i mp_util_wad.o	VERIFIED: IDA 0x0097FE30 returns the captured entity handle
